S.No,Image Filename,Condition (Problem),Severity,Severity Score,Suggestions (Solutions),Suggestion 1,Suggestion 2,Suggestion 3
197,139_png.rf.5052e7f63df858935ad000b299ec9073.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
198,13_jpg.rf.0480b986c82ae2cfd23cc275b21cb34b.jpg,Twin Block: Dislodged bite block,Moderate,48,"• Schedule an adjustment appointment for block reconstruction.
• Stop wearing the appliance if it causes occlusal interference or pain.
• Keep the appliance safe in its case until repaired.",Schedule an adjustment appointment for block reconstruction.,Stop wearing the appliance if it causes occlusal interference or pain.,Keep the appliance safe in its case until repaired.
199,140_png.rf.97e1b179a955ef05d4ac35452660d793.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
200,141_png.rf.e37dba803b7aaef19793c8b2ee56a1bf.jpg,Archwire-related: Poking wire,Minor,18,"• Apply orthodontic wax to the sharp wire tip.
• Schedule a standard appointment to get the wire trimmed.
• Avoid touching the area with your tongue to prevent irritation.",Apply orthodontic wax to the sharp wire tip.,Schedule a standard appointment to get the wire trimmed.,Avoid touching the area with your tongue to prevent irritation.
201,142_png.rf.db950eba2f1001b07c2cfb2b93a37563.jpg,Archwire-related: Poking wire,Minor,18,"• Apply orthodontic wax to the sharp wire tip.
• Schedule a standard appointment to get the wire trimmed.
• Avoid touching the area with your tongue to prevent irritation.",Apply orthodontic wax to the sharp wire tip.,Schedule a standard appointment to get the wire trimmed.,Avoid touching the area with your tongue to prevent irritation.
202,143_png.rf.f96ae9dd34f52ff0fe53543f97f14e86.jpg,Bracket-related: Complete debond,Moderate,45,"• Schedule an appointment within the next 2 weeks for rebonding.
• Avoid hard, sticky, or chewy foods that can displace the bracket further.
• If the bracket is loose on the wire, secure it with wax.",Schedule an appointment within the next 2 weeks for rebonding.,"Avoid hard, sticky, or chewy foods that can displace the bracket further.","If the bracket is loose on the wire, secure it with wax."
203,144_png.rf.fecc07e09679c7e290e508b3035be143.jpg,Aspiration risk: Swallowed bracket/component,Severe,95,"• Seek immediate medical attention or visit an emergency room.
• Monitor for respiratory symptoms (coughing, difficulty breathing).
• Do not attempt to self-treat.",Seek immediate medical attention or visit an emergency room.,"Monitor for respiratory symptoms (coughing, difficulty breathing).",Do not attempt to self-treat.
204,145_png.rf.9e5d87f4cab2a86efe4dd33214f6fafc.jpg,Fixed appliance: Breakage of telescopic rod,Severe,78,"• Schedule an emergency clinic visit immediately.
• Do not try to bend, force, or cut the telescopic rod yourself.
• Cover any protruding metal parts with a large ball of wax.",Schedule an emergency clinic visit immediately.,"Do not try to bend, force, or cut the telescopic rod yourself.",Cover any protruding metal parts with a large ball of wax.
205,146_png.rf.5e587a5a31fdbb29be052034469a0fea.jpg,Pain-related: Excessive activation pain,Moderate,40,"• Take over-the-counter pain relievers if necessary.
• Stick to a soft food diet (yogurt, soup, mashed potatoes).
• Consult your doctor if severe pain persists beyond 5 days.",Take over-the-counter pain relievers if necessary.,"Stick to a soft food diet (yogurt, soup, mashed potatoes).",Consult your doctor if severe pain persists beyond 5 days.
206,147_png.rf.f11846c72f3e12528502a3dbf6c675de.jpg,Aspiration risk: Swallowed bracket/component,Severe,95,"• Seek immediate medical attention or visit an emergency room.
• Monitor for respiratory symptoms (coughing, difficulty breathing).
• Do not attempt to self-treat.",Seek immediate medical attention or visit an emergency room.,"Monitor for respiratory symptoms (coughing, difficulty breathing).",Do not attempt to self-treat.
207,148_png.rf.559e2a725c4f7460dfc253b9d27354e9.jpg,Pain-related: Excessive activation pain,Moderate,40,"• Take over-the-counter pain relievers if necessary.
• Stick to a soft food diet (yogurt, soup, mashed potatoes).
• Consult your doctor if severe pain persists beyond 5 days.",Take over-the-counter pain relievers if necessary.,"Stick to a soft food diet (yogurt, soup, mashed potatoes).",Consult your doctor if severe pain persists beyond 5 days.
208,149_png.rf.b19ab54c1a8b43695c330579299b9a7a.jpg,Aspiration risk: Swallowed bracket/component,Severe,95,"• Seek immediate medical attention or visit an emergency room.
• Monitor for respiratory symptoms (coughing, difficulty breathing).
• Do not attempt to self-treat.",Seek immediate medical attention or visit an emergency room.,"Monitor for respiratory symptoms (coughing, difficulty breathing).",Do not attempt to self-treat.
209,14_jpg.rf.f1285ed6196d5f30f7965f0d46d949e6.jpg,Ligature-related: Lost elastic ligature,Minor,15,"• This is a minor issue; the bracket ring has disengaged.
• Keep the area clean and mention it at your next regular visit.
• If the archwire becomes loose, contact your clinic.",This is a minor issue; the bracket ring has disengaged.,Keep the area clean and mention it at your next regular visit.,"If the archwire becomes loose, contact your clinic."
210,150_png.rf.c7566e0111205b2dd1047b8a21220c1b.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
211,151_png.rf.fcaa6533decf68d74dcc8a0cd100bc83.jpg,TMJ discomfort: Joint locking & acute pain,Severe,82,"• Temporarily reduce mandibular advancement if adjustable.
• Apply a warm compress to the jaw joint area.
• Schedule an urgent consultation to assess TMJ stress.",Temporarily reduce mandibular advancement if adjustable.,Apply a warm compress to the jaw joint area.,Schedule an urgent consultation to assess TMJ stress.
212,152_png.rf.3d20b973943a2ed8c3c891f4dc53f539.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
213,153_png.rf.1053b560e393f4a6324f25d9e3580743.jpg,Aspiration risk: Swallowed bracket/component,Severe,95,"• Seek immediate medical attention or visit an emergency room.
• Monitor for respiratory symptoms (coughing, difficulty breathing).
• Do not attempt to self-treat.",Seek immediate medical attention or visit an emergency room.,"Monitor for respiratory symptoms (coughing, difficulty breathing).",Do not attempt to self-treat.
214,154_png.rf.eb38fd7a207a21c192acf9dae7e4c09e.jpg,Archwire-related: Poking wire,Minor,18,"• Apply orthodontic wax to the sharp wire tip.
• Schedule a standard appointment to get the wire trimmed.
• Avoid touching the area with your tongue to prevent irritation.",Apply orthodontic wax to the sharp wire tip.,Schedule a standard appointment to get the wire trimmed.,Avoid touching the area with your tongue to prevent irritation.
215,155_png.rf.974e112e150e5f8e5a95a3d3152fa9d3.jpg,Archwire-related: Poking wire,Minor,18,"• Apply orthodontic wax to the sharp wire tip.
• Schedule a standard appointment to get the wire trimmed.
• Avoid touching the area with your tongue to prevent irritation.",Apply orthodontic wax to the sharp wire tip.,Schedule a standard appointment to get the wire trimmed.,Avoid touching the area with your tongue to prevent irritation.
216,156_png.rf.45b08eabe10b4e5dcbfabaf551f376ad.jpg,Pain-related: Excessive activation pain,Moderate,40,"• Take over-the-counter pain relievers if necessary.
• Stick to a soft food diet (yogurt, soup, mashed potatoes).
• Consult your doctor if severe pain persists beyond 5 days.",Take over-the-counter pain relievers if necessary.,"Stick to a soft food diet (yogurt, soup, mashed potatoes).",Consult your doctor if severe pain persists beyond 5 days.
217,157_png.rf.089acd71a429c076c75e69a5f31a0b68.jpg,Bracket-related: Complete debond,Moderate,45,"• Schedule an appointment within the next 2 weeks for rebonding.
• Avoid hard, sticky, or chewy foods that can displace the bracket further.
• If the bracket is loose on the wire, secure it with wax.",Schedule an appointment within the next 2 weeks for rebonding.,"Avoid hard, sticky, or chewy foods that can displace the bracket further.","If the bracket is loose on the wire, secure it with wax."
218,158_png.rf.cbec7279005b4e8e001e7810a570a5ed.jpg,TMJ discomfort: Joint locking & acute pain,Severe,82,"• Temporarily reduce mandibular advancement if adjustable.
• Apply a warm compress to the jaw joint area.
• Schedule an urgent consultation to assess TMJ stress.",Temporarily reduce mandibular advancement if adjustable.,Apply a warm compress to the jaw joint area.,Schedule an urgent consultation to assess TMJ stress.
219,159_png.rf.1d92385966bf57802953e45ced5745fe.jpg,Archwire-related: Poking wire,Minor,18,"• Apply orthodontic wax to the sharp wire tip.
• Schedule a standard appointment to get the wire trimmed.
• Avoid touching the area with your tongue to prevent irritation.",Apply orthodontic wax to the sharp wire tip.,Schedule a standard appointment to get the wire trimmed.,Avoid touching the area with your tongue to prevent irritation.
220,15_jpg.rf.bd791244636949c354c7099fb3d4042f.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
221,160_png.rf.fb177e25b8cf04ce485b522e56bfca80.jpg,Trauma-related: Fixed appliance injury,Severe,85,"• Contact your orthodontist immediately for emergency repair.
• If there is bleeding or cut, apply direct pressure with clean gauze.
• Stick to liquid diet until evaluated by a specialist.",Contact your orthodontist immediately for emergency repair.,"If there is bleeding or cut, apply direct pressure with clean gauze.",Stick to liquid diet until evaluated by a specialist.
222,161_png.rf.8e1af775ee917f82e821bdf8c5c50725.jpg,TMJ discomfort: Joint locking & acute pain,Severe,82,"• Temporarily reduce mandibular advancement if adjustable.
• Apply a warm compress to the jaw joint area.
• Schedule an urgent consultation to assess TMJ stress.",Temporarily reduce mandibular advancement if adjustable.,Apply a warm compress to the jaw joint area.,Schedule an urgent consultation to assess TMJ stress.
223,162_png.rf.c20e26f722e280957719bcda806df3cc.jpg,Caries/enamel: White spot lesions,Moderate,58,"• Requires immediate improvement in plaque removal.
• Use a high-fluoride toothpaste or remineralizing paste.
• Avoid sugary and acidic drinks completely.",Requires immediate improvement in plaque removal.,Use a high-fluoride toothpaste or remineralizing paste.,Avoid sugary and acidic drinks completely.
224,163_png.rf.8fb8d369508778232387e89f52c2d8b4.jpg,Periodontal issues: Gingival inflammation,Moderate,52,"• Reinforce strict brushing and flossing around brackets.
• Use an antiseptic mouthwash or warm salt water rinse.
• Consult your hygienist if bleeding persists beyond a week.",Reinforce strict brushing and flossing around brackets.,Use an antiseptic mouthwash or warm salt water rinse.,Consult your hygienist if bleeding persists beyond a week.
225,164_png.rf.ff3653c2ca6766a6509ca23996502036.jpg,Soft tissue injuries: Cheek ulcer,Minor,22,"• Apply orthodontic wax to the bracket rubbing your cheek.
• Rinse mouth with warm salt water to promote healing.
• Use topical oral anesthetic gel if painful.",Apply orthodontic wax to the bracket rubbing your cheek.,Rinse mouth with warm salt water to promote healing.,Use topical oral anesthetic gel if painful.
